Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
488,Damien Wilkins\wilkida02,SF,38,IND,19,152,4.8,.405,.462,.103,3.8,8.0,5.9,7.7,0.7,0.6,10.9,13.4,"",-0.1,0.1,-0.1,-0.022,"",-4.3,-2.3,-6.6,-0.2
489,C.J. Williams\willicj01,SG,27,LAC,29,565,9.8,.540,.418,.092,2.0,6.3,4.2,6.3,2.1,1.9,9.1,13.4,"",0.3,0.5,0.7,.063,"",-1.1,0.3,-0.8,0.2
490,Lou Williams\willilo02,SG,31,LAC,59,1919,21.8,.593,.431,.371,1.7,6.8,4.3,27.7,1.6,0.6,13.1,29.9,"",5.1,1.1,6.2,.155,"",5.1,-2.8,2.3,2.1
491,Marvin Williams\willima02,PF,31,CHO,58,1505,13.6,.614,.539,.210,4.0,16.5,10.1,6.4,1.2,1.4,10.2,14.4,"",2.3,1.5,3.8,.122,"",0.9,0.4,1.3,1.2
492,Matt Williams\willima05,SG,24,MIA,3,11,-0.7,.417,.833,.000,0.0,10.3,5.2,0.0,0.0,0.0,14.3,28.7,"",-0.1,0.0,0.0,-0.198,"",-8.5,-8.5,-17.0,0.0
493,Troy Williams\willitr02,SF,23,TOT,7,50,15.7,.480,.417,.292,6.8,22.4,14.6,2.9,4.0,1.8,10.0,26.3,"",-0.1,0.1,0.0,.030,"",-4.4,-3.0,-7.4,-0.1
494,D.J. Wilson\wilsodj01,PF,21,MIL,20,68,9.4,.638,.357,.143,1.7,13.9,7.8,6.4,1.5,1.3,21.2,12.7,"",0.0,0.1,0.1,.044,"",-3.5,-1.3,-4.8,0.0
495,Jamil Wilson\wilsoja02,SF,27,LAC,15,274,11.5,.634,.778,.049,1.2,11.4,6.4,5.3,0.9,2.5,8.8,14.3,"",0.4,0.2,0.6,.100,"",1.0,-0.9,0.1,0.1
496,Justise Winslow\winslju01,SF,21,MIA,47,1086,10.1,.475,.238,.203,4.4,21.1,12.7,13.2,1.5,1.7,14.8,15.2,"",-0.2,1.5,1.3,.058,"",-3.7,2.0,-1.7,0.1
497,Jeff Withey\witheje01,C,27,DAL,10,39,8.4,.444,.625,.125,2.8,26.8,14.4,0.0,0.0,7.0,10.6,22.1,"",-0.1,0.1,0.0,-0.055,"",-9.1,-3.6,-12.7,-0.1
498,Nate Wolters\woltena01,PG,26,UTA,5,19,-2.9,.167,.000,.000,6.0,6.0,6.0,7.2,0.0,0.0,0.0,14.3,"",-0.1,0.0,-0.1,-0.153,"",-10.2,-2.4,-12.7,-0.1
499,Brandan Wright\wrighbr03,PF,30,TOT,28,381,19.2,.596,.000,.324,10.0,19.0,14.5,5.7,1.7,6.3,6.4,14.8,"",0.8,0.5,1.4,.172,"",-1.2,2.4,1.3,0.3
500,Delon Wright\wrighde01,PG,25,TOR,48,1012,16.3,.580,.338,.275,3.7,11.5,7.7,18.2,2.5,2.0,14.9,17.3,"",1.6,1.5,3.2,.150,"",1.0,1.8,2.8,1.2
501,Guerschon Yabusele\yabusgu01,PF,22,BOS,22,110,11.9,.542,.688,.281,12.1,18.5,15.4,8.1,0.5,0.8,14.3,17.1,"",0.1,0.2,0.3,.116,"",-0.5,-1.1,-1.6,0.0
502,James Young\youngja01,SG,22,PHI,5,52,6.0,.512,.833,.500,0.0,4.1,2.1,5.2,0.0,0.0,0.0,12.1,"",0.1,0.0,0.1,.067,"",-1.8,-4.1,-5.8,-0.1
503,Joe Young\youngjo01,PG,25,IND,44,472,9.9,.541,.362,.168,1.5,10.4,6.0,9.2,1.2,0.2,12.1,17.2,"",0.1,0.3,0.4,.044,"",-2.4,-2.5,-4.9,-0.3
504,Nick Young\youngni01,SG,32,GSW,60,857,11.7,.589,.689,.110,1.9,7.4,4.9,3.5,1.6,0.5,7.2,18.3,"",0.7,0.7,1.4,.078,"",0.8,-3.4,-2.7,-0.1
505,Thaddeus Young\youngth01,PF,29,IND,61,1993,14.9,.537,.226,.095,7.5,13.3,10.5,9.2,2.4,1.2,10.2,17.1,"",2.0,2.2,4.2,.102,"",0.5,1.0,1.4,1.7
506,Cody Zeller\zelleco01,C,25,CHO,30,570,15.5,.579,.021,.552,11.9,19.4,15.6,7.6,1.1,3.1,15.3,16.0,"",0.9,0.7,1.6,.136,"",-1.2,1.6,0.4,0.4
507,Tyler Zeller\zellety01,C,28,TOT,50,828,15.3,.592,.107,.230,10.3,19.4,14.8,6.1,0.5,2.4,12.5,17.2,"",1.2,0.7,1.9,.111,"",-1.8,-0.5,-2.2,0.0
508,Paul Zipser\zipsepa01,SF,23,CHI,49,728,5.2,.450,.453,.089,1.6,16.0,8.5,7.7,1.3,1.4,15.6,15.0,"",-1.0,0.6,-0.5,-0.032,"",-5.6,-0.2,-5.7,-0.7
509,Ante Zizic\zizican01,C,21,CLE,16,48,15.0,.529,.000,.538,14.2,25.2,19.8,3.0,0.0,7.1,15.7,17.6,"",0.0,0.1,0.1,.088,"",-5.5,-0.4,-5.9,0.0
510,Ivica Zubac\zubaciv01,C,20,LAL,21,139,15.1,.631,.000,.354,10.7,17.5,14.1,4.5,0.0,1.2,17.8,20.4,"",0.2,0.1,0.3,.096,"",-3.1,-3.0,-6.1,-0.1
